job_title,company,location,experience_level,skills,num_skills,salary_lpa,remote,salary_tier
Data Engineer,Flipkart,Bangalore,Entry,"Tableau, Power BI, MongoDB, Excel, Git, Hadoop, Machine Learning",7,8,0,Low
Research Scientist,Google,Delhi,Senior,"Tableau, AWS, Java, PyTorch, Python, MongoDB, Spark, Docker",8,52,0,High
Business Analyst,Wipro,Chennai,Entry,"Kubernetes, Azure, Docker, FastAPI, Statistics",5,4,0,Low
Research Scientist,Amazon,Remote,Entry,"Machine Learning, TensorFlow, FastAPI, GCP, MLflow, Deep Learning",6,21,1,Mid
ML Engineer,PhonePe,Mumbai,Mid,"Docker, Statistics, TensorFlow, Computer Vision",4,20,0,Mid
Research Scientist,Amazon,Mumbai,Mid,"Hadoop, Computer Vision, Statistics, Kubernetes, SQL, FastAPI, Tableau, Python",8,33,0,High
Research Scientist,Amazon,Hyderabad,Mid,"Computer Vision, Java, Spark, dbt",4,31,0,High
Business Analyst,Wipro,Mumbai,Entry,"Power BI, Machine Learning, Excel, Spark, Hadoop, GCP, Docker",7,7,0,Low
Data Scientist,TCS,Mumbai,Mid,"Scala, Spark, Statistics",3,17,0,Mid
AI Engineer,Google,Gurgaon,Mid,"PyTorch, Java, Computer Vision, Azure, dbt, Statistics",6,31,0,High
NLP Engineer,TCS,Hyderabad,Mid,"Azure, Statistics, MongoDB, Python, Hadoop, MLflow, Git",7,17,0,Mid
Business Analyst,TCS,Remote,Entry,"Airflow, Docker, R, SQL, dbt, Azure, Power BI, Java",8,3,1,Low
NLP Engineer,Razorpay,Chennai,Entry,"Statistics, R, PyTorch",3,19,0,Mid
Research Scientist,Wipro,Hyderabad,Entry,"Statistics, Tableau, Git",3,17,0,Mid
ML Engineer,TCS,Hyderabad,Lead,"R, MLflow, Excel, Spark, dbt, PostgreSQL, GCP",7,70,0,High
Data Analyst,Swiggy,Chennai,Senior,"Hadoop, Python, Excel, Flask, Java, FastAPI, MongoDB",7,22,0,Mid
AI Engineer,Flipkart,Bangalore,Senior,"Python, dbt, PostgreSQL",3,41,0,High
Data Scientist,Swiggy,Remote,Senior,"Power BI, GCP, MLflow, FastAPI, R",5,28,1,High
Data Analyst,Paytm,Mumbai,Senior,"NLP, Git, Hadoop",3,20,0,Mid
Data Engineer,Razorpay,Delhi,Mid,"Power BI, TensorFlow, Git, Scala",4,28,0,High
Data Analyst,Infosys,Chennai,Mid,"TensorFlow, Hadoop, MongoDB, MLflow, SQL",5,11,0,Mid
Data Analyst,Wipro,Bangalore,Senior,"Kubernetes, Deep Learning, Computer Vision, Scala",4,38,0,High
Data Analyst,Google,Mumbai,Mid,"Airflow, Kubernetes, Excel, GCP, TensorFlow",5,24,0,Mid
Data Analyst,Flipkart,Delhi,Mid,"Flask, FastAPI, Scala, GCP, Docker, NLP, Power BI",7,17,0,Mid
Data Scientist,Google,Noida,Entry,"AWS, MLflow, Power BI, Airflow, Scala, Kubernetes, GCP",7,13,0,Mid
NLP Engineer,BYJU'S,Gurgaon,Mid,"GCP, Azure, Flask",3,19,0,Mid
Research Scientist,Swiggy,Pune,Mid,"Deep Learning, Tableau, TensorFlow, MLflow, Computer Vision, Airflow, Docker",7,20,0,Mid
Business Analyst,Swiggy,Gurgaon,Mid,"Git, Statistics, TensorFlow, Power BI, Machine Learning, AWS",6,19,0,Mid
